id,event_id,episode_id,sid,task_id,task_instruction,object_label,window,reference_ready,setting,image,prompt_text_sha256
habit_test_01249,003531_01,003531,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01249.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01250,003531_01,003531,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01250.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01251,003531_02,003531,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01251.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01252,003531_02,003531,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01252.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01253,003532_01,003532,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01253.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01254,003532_01,003532,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01254.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01255,003532_02,003532,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01255.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01256,003532_02,003532,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01256.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01257,003534_01,003534,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01257.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01258,003534_01,003534,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01258.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01259,003534_02,003534,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01259.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01260,003534_02,003534,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01260.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01261,003535_01,003535,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01261.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01262,003535_01,003535,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01262.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01263,003535_02,003535,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01263.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01264,003535_02,003535,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01264.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01265,003536_01,003536,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01265.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01266,003536_01,003536,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01266.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01267,003536_02,003536,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01267.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01268,003536_02,003536,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01268.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01269,003537_01,003537,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01269.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01270,003537_01,003537,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01270.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01271,003537_02,003537,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01271.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01272,003537_02,003537,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01272.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01273,003538_01,003538,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01273.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01274,003538_01,003538,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01274.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01275,003538_02,003538,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01275.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01276,003538_02,003538,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01276.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01277,003539_01,003539,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01277.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01278,003539_01,003539,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01278.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01279,003539_02,003539,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01279.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01280,003539_02,003539,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01280.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01281,003540_01,003540,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01281.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01282,003540_01,003540,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01282.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01283,003540_02,003540,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01283.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01284,003540_02,003540,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01284.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01285,003541_01,003541,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01285.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01286,003541_01,003541,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01286.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01287,003541_02,003541,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01287.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01288,003541_02,003541,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01288.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01289,003542_01,003542,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01289.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01290,003542_01,003542,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01290.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01291,003542_02,003542,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01291.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01292,003542_02,003542,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01292.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01293,003543_01,003543,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01293.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01294,003543_01,003543,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01294.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01295,003543_02,003543,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01295.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01296,003543_02,003543,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01296.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01297,003544_01,003544,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01297.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01298,003544_01,003544,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01298.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01299,003544_02,003544,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01299.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01300,003544_02,003544,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01300.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01301,003546_01,003546,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01301.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01302,003546_01,003546,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01302.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01303,003546_02,003546,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01303.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01304,003546_02,003546,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01304.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01305,003547_01,003547,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01305.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01306,003547_01,003547,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01306.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01307,003547_02,003547,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01307.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01308,003547_02,003547,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01308.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01309,003549_01,003549,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01309.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01310,003549_01,003549,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01310.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01311,003549_02,003549,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01311.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01312,003549_02,003549,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01312.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01313,003550_01,003550,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01313.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01314,003550_01,003550,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01314.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01315,003550_02,003550,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01315.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01316,003550_02,003550,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01316.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01317,003551_01,003551,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01317.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01318,003551_01,003551,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01318.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01319,003551_02,003551,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01319.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01320,003551_02,003551,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01320.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01321,003552_01,003552,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01321.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01322,003552_01,003552,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01322.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01323,003552_02,003552,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01323.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01324,003552_02,003552,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01324.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01325,003553_01,003553,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01325.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01326,003553_01,003553,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01326.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01327,003553_02,003553,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01327.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01328,003553_02,003553,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01328.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01329,003555_01,003555,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01329.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01330,003555_01,003555,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01330.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01331,003555_02,003555,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01331.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01332,003555_02,003555,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01332.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01333,003556_01,003556,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01333.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01334,003556_01,003556,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01334.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01335,003556_02,003556,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01335.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01336,003556_02,003556,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01336.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01337,003557_01,003557,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01337.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01338,003557_01,003557,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01338.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01339,003557_02,003557,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01339.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01340,003557_02,003557,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01340.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01341,003748_01,003748,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01341.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01342,003748_01,003748,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01342.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01343,003748_02,003748,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01343.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01344,003748_02,003748,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01344.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01345,003749_01,003749,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01345.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01346,003749_01,003749,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01346.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01347,003749_02,003749,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01347.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01348,003749_02,003749,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01348.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01349,003750_01,003750,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01349.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01350,003750_01,003750,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01350.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01351,003750_02,003750,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01351.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01352,003750_02,003750,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01352.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01353,003751_01,003751,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01353.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01354,003751_01,003751,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01354.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01355,003751_02,003751,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01355.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01356,003751_02,003751,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01356.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01357,003752_01,003752,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01357.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01358,003752_01,003752,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01358.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01359,003752_02,003752,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01359.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01360,003752_02,003752,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01360.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01361,003753_01,003753,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01361.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01362,003753_01,003753,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,ready,1,all_five,images/test_image_01362.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
habit_test_01363,003753_02,003753,S7414,task_02,Place the picked Paper togo box onto the Handle tray extended by the person.,Paper togo box,early,0,all_five,images/test_image_01363.jpg,7b1b55f87d1ad48674a87301d9b50f513670d7a32b05d93446571ac4eff6339a
